montoConseguido,titulo,moneda,meta,contribuidores,porcentaje,descripcion,enlace
6242,Japheth Medical Benefit,U.S. Dollar,80 000,93,8%,"Japheth Ferguson also known as “Lyrically
    Blessed” is a Husband, Father, Son and powerful Gospel
    Recording Artist who has undoubtedly touched the Lives of Thousands
    all around the World with His Music. His Songs continue to bring
    Hope and Encouragement to us all. Recently, Lyrically Blessed took ill and He needs our help. He
    is currently experiencing Health Challenges and it is vital that We
    come together to make this possible. We are asking for your assistance financially as we seek to
    raise Funds.",https://fundrazr.com/e1IOq4
1725,Help precious and mazzy save this baby,U.S. Dollar,20 000,17,9%,"Precious crowe is a fellow lash sister who has a rare heart disease,
  if you know her story you know how sad it is. Unfortunately her
  daughter mazzy inhereted the same disease. After 11 heart surgeries
  and coding at 11 years old mazzy was told due to the meds she would be
  infertile. A MIRICALE occurred and at 19 she has fallen pregnant, it
  is making her very sick and the doctors are pushing her to terminate.
  There is a medical team in Pennsylvania that has successfully
  delivered a healthly birth in the same situation. They are about to
  pack up to move to to see out the rest of her pregnacy with these
  doctors. This means they will be living day to day and is also looking
  for a lash job in the area If anyone knows of a lash place in Allentown or Bethlehem, they are 2
  hours from PHilly and will be 2 hours from NYC. Any job ideas around
  there would be amazing. If you pray, put Mazzy in there. She has had 12 drs say she will die. She is about to drive 10 hours
  for hope. If it's possible they will be homeless for her pregnancy.
  That's small sacrifice to see her  daughter live. I know we can pull together and help",https://fundrazr.com/e1J7vb
380,Prayer request for 9 yr old Douglas.,U.S. Dollar,349,7,109%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/DouglasInColor
120,Please help Jennifer Miller,U.S. Dollar,307,56,84%,"Jennifer has been diagnosed with liver disease her liver is now in
  failure ... Jennifer is being very positive and fighting this disease
  with all she has , she is in need of  support , prayers and help , I
  am reaching out for her as the medical and living expenses are
  building up , please help her and her boys in anyway possible,  there
  is,a very good chance of her getting a transplant , it's never easy
  asking for help , Jennifer is an amazing Mom and person , please help
  all help is greatly appreciated.",https://fundrazr.com/81JQs0
1985,Please Help My Mother,Canadian Dollar,5000,22,40%,"I made this fund to help out Kainin with the medical expenses of her
  mother. From this point on, I'll let her explain the full situation: ""Normally I am not one for these, but financial situations
    have changed. As some of you may know, back at the beginning of the
    year, my mother was informed she has cancer. She has the cells, but
    thankfully they haven't mutated over. Doctors have her on treatment,
    but they have cautioned her against over stressing, as that may
    cause the cells to mutate. Unfortunately, with my mothers other
    health issue, stress is par for the course. Years ago, she was in an
    accident, where she tore all the ligaments in her neck. She has to
    see a specialist every 2-3months, for botox injections to her neck,
    to temporarily restore use of those ligaments. Normally, this is
    covered under her health insurance. However, when she switched to a
    more local specialist, they handle the billing differently. My
    mother was paying out of her pocket, and not being reimbursed the
    full amount. This has since been fixed, but she was not compensated
    those initial payments. To put it into perspective, each vial of
    botox is $700, and she needs about six. (It's 12 injections to the
    neck). I only ask for help, because I can no longer afford to help
    her with the debt, due to my reduction of hours. And I don't want my
    mother over stressing, and risking the cancer becoming active.""",https://fundrazr.com/c1IiS8
220,Help Jaiden get Enchroma glasses,U.S. Dollar,220,6,100%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/71IwId
8461,Health Care for The School Of Hope,U.S. Dollar,84 000,58,101%,"My name is Manichanh, I am a part of a
  small group of health care workers whom are dedicated to improving
  lives of those less fortunate. In addition to assisting locally, we
  also travel to one of the poorest neighborhoods in Guatemala where we
  support The School of Hope  and Rekko Clinic. http://www.eftc.org.uk/our-work and http://www.rekko.org/index_en.html We are making our annual trip to Jocotenango, Guatemala in September
  2017.  We support a program that improves the lives of hundreds of
  improverished children. We cover our own travel and all associated
  expenses. We are asking you to help us raise funds for this school so
  that the children can obtain medical care at local clinics and
  hospitals. We continue to work with a local clinc and strengthen those
  ties. All funds go directly towards the cost of medical care. In 2016 fundraiser we raised $7,745.00, $1,235 more than the
  goal! The projected expenses for  medical care (including
  hospitalization, consults, labs, x-rays, scans, medicines,
  transportation, etc) for 2017 equates to $789.31 per month or $9471.73
  for the whole year. After we deducted the $1,235 ""excess"" we
  raised last year, the total goal for 2017 is $8,400. This puts us just past the financial goal. The reason for the increase in the budget this year is: The Quetzal has strengthened substantially compared to the
      USD, previously it was 7.75/1, now it is down to 7.3/1. Over the last year we have increased our numbers to 679
      students across the Foundation. On November 18, 2017 we are hosting a fundraiser at the Yakima Sports
  Center. We will be sharing our stories while hosting a silent auction,
  having a split the pot or 50/50 (winner took home almost $200 last
  year!) and games. Please help us with this fundraiser that will enable
  hundreds of impoverished children obtain access to healthcare. We support children and their future. People (specifically children)
  are the best investment. In order to improve a population you need
  empowerment and independence. The proven form has been education.
  These children face countless socioeconomic and psychological
  barriers. A holistic approach is required to improve longterm
  outcomes. What these children face on a near daily basis makes all of
  our life obstacles seem pity. The staff and volunteers provide long
  term commitment. They genuinely care and love the community in which
  they are empowering. They sacrifice so much for others. This is a long
  term and sustainable commitment. They aren't going anywhere unless
  these socioeconomic issues are resolved. If you are able, please help us and help spread the word. Any
  donation is greatly appreciated. These children are combating extreme
  poverty and many face inhuman conditions. This school provides a safe
  haven where they can break the cycle of poverty. All donations go
  directly to medical cost and does not cover any administration fees.
  We have never needed as much support as we are asking for this year.
  Any and all help is greatly appreciated! Please consider a donation by
  clicking the provided button. Please contact me direclty with any questions or concerns. We will
  provide a list of auction items as things progress. Best to you all! Manichanh Ratts AUCTION ITEMS Authentic items from Guatemala - Blankets, pictures/painting, beer
  gift basket, coffee gift basket, apron and salsa dish. Items donated from Columbia Distributing: Two Heineken folding chairs
  (valued at $49 each), a Pacifico floating cooler (valued at $130),  3
  Fishing Poles (valued at $40 each), a Nascar Cooler (valued at $150),
  a Camo Grill (valued at $99), and a Washer Game (valued at $30) Gift certificates for bicycle services valued at $65 each from the
  rad guys at Revolutoin Cycle! https://www.facebook.com/Revolution-Cycles-228604440350/ Certificates for 2-60min facials valued at $65 each, 1-30 minute
  facial valued at $35 and 2-30 minute massages valued at $35 each -
  from Enso Massage Studio. http://www.ensomassagestudio.com 6 month Membership from Pro-Motion Gym that includes an initial
    assessment and also a certificate for an initial assessment and 10
    1hr personal training sessions!! http://pro-motionfunctionalfitness.com/free-seminar-floor-of-the-core/ Custom made slimline pen through Chris Joyce! https://www.etsy.com/shop/joycecustomdesigns Gift certificates from Lincoln Ave Expresso! http://lincolnavenueespresso.com Gift basket full of goodies from Berchman's
  Brewing Company! http://berchmansbrewingcompany.com Gift basket and gift card from Alex! http://alexandrasonsecond.com- Gift bag from LipSense donated by Sara Williamson valued at $55!! www.senegence.com/SassySavvySilver Beautiful 16x48 print donated by Mark McFeeley valued at $225!!",https://fundrazr.com/Health-Care-The-School-of-Hope
130,Help our foster child get Enchroma glasses.,U.S. Dollar,449,5,29%,"We've been blessed to care for a
      little one that needs our help for the time being. Because it is
      foster care, we cannot give details. Through pure accident, it was
      discovered that our foster child is colorblind. After downloading
      a free app, the child gleefully ran around our house seeing all of
      the new colors and asked if we could rig the phone around their
      shoulders so they could see that way all the time. We thought
      maybe a pair of glasses would be more efficient. But a LOT more expensive. WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/c1JJR9
625,Trysh & The Rainbow,U.S. Dollar,600,5,104%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/11J6Jc
123,"Give a little, change a lot! Carol Z RTG",U.S. Dollar,500,4,25%,"I joined Team Ride to Give in 2014 after following Tripp Halstead on
  FB, and learning about how Kaete and Dave Nazaroff had started a
  charity to raise money for children with medical issues who needed
  specialized equipment, therapy, etc. Since then I have watched RTG
  grow and have seen how they have helped a lot of children in these 2
  years. Many of these children now have a place in my heart and I want
  to help each and everyone of them, plus many more. Please support my
  efforts at racing triathlons and raising money for all the kids. It's
  true that if you give a little, we can change a lot!",https://fund.ridetogive.com/e1CAxd
340,Let's bring color into Stew's life,U.S. Dollar,350,11,97%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/b1JPJ5
635,SECRET!!  Enchroma glasses for Ryan,U.S. Dollar,600,10,106%,"Hello all! It's that time of year again. That time to think of others and what
  to get them for Christmas. We all know Ryan Rogers as the helpful
  neighborhood mechanic, and a great friend. I think it's time that we
  all pitched in a little bit and gave something to him to show that we
  care. I would like to raise $500 to get a pair of Enchroma glasses for
  him,if we raise $700 he can have prescription lenses. He is color
  blind as many of you know, and not only would this let him see the
  world as it is but it may even help him at work too. No more mixing up
  wires and shocking himself haha. Remember that this is a secret present for him so please do not spoil
  it. If we raise the money in time, he will be receiving these glasses
  at our holiday party this year so we can all see his reaction. Thank you",https://fundrazr.com/f1J6Hb
1468,Help the Tague's get through this trying time.,U.S. Dollar,580,22,0%,"My parents have had a rough month. In the past month, my parents
  traveled to Texas, twice, due to two unfortunate deaths of my Dad's
  neice, then two weeks later, his sister also passed away. Two weeks
  after returning to the Chicago area, my Dad nearly died after eating,
  yes eating! He had food stuck in his esophagus and tried to wash it
  down and ended up causing his esophagus to burst from the pressure
  (esophageal perforation of the thoracic region and left lung). This
  occurred the Friday after Thanksgiving. After being disagnosed with
  the large tear in his esophagusand adjacent lung, in the thoracic
  region (behind the heart), he was transferred to Rush Memorial
  University Medical Center where he would have died if the emergency
  surgery had not been conducted. He was sedated for two days while intubated. He is battling
  infection, high blood pressure and fluid in his lungs. He is
  conscious, but in no way out of the woods. Due to the nature of this
  injury, he will most likely remain in ICU for another week and in
  hospital for a couple weeks after that. This is where, on behalf of my
  parents, I am asking for support during this holiday season. While my
  parents both have jobs, they have exhausted all their vacation time
  and are currently both without income until the New Year. While there are benefits my Dad will most likely qaulify for, those
  applications and approvals take time. My mother is working with her
  employer to work from home, but she cannot do that until my Dad is
  released from the hospital. My parents are never ones to accept
  financial support, they are often the ones donating to causes and to
  others in need. I can attest that any donations accepted are beyond appreciated and
  will go directly to living expenses. The last thing I want my Dad to
  worry about, when he is fully aware of what is happening, is how his
  injury has caused him to be unable to work. The surgeons keep reminding my mom this is still a life threatening
  injury. I can't make him heal or expedite the recovery. What I can do
  is shed light on their situation and help alleviate one of the stressors. Any contribution is greatly appreciated and if you are unable to
  contribute, sharing this fundraiser is just as appreciated. Thank you so very much, Kristen Meghan",https://fundrazr.com/Dennistague
155,Give Andrew the Gift of Colour for his Birthday,U.S. Dollar,400,6,39%,"My son Andrew will be 27 this January, and has been colour
      blind for as long as I can remember. As a kid, he learned to adapt
      to his surroundings and distinguish certain colours based on what
      he knows to be constants ie: grass, blue sky. Andrew is an artist so he spends a good amount of time
      guessing actual colours but has integrated his knowledge of the
      Colour Wheel to help him draw and paint. As a person who can see
      in true colour, I am quite impressed at his interpretations and
      knowledge of actual colours. As his mom, it pains me to know that
      he cannot truly see the beauty of his own work or that of his
      colleagues. We have learned to adjust as his family. I tend to forget
      who I am talking to when I ask him to grab something out of the
      cupboard, or to find something for me. Instead of saying, ""I
      need the red bottle"", I have to describe the shape of the
      bottle or labels. Basic chores like cleaning up a spill can be
      irritating for Andrew because apple juice can blend in with the
      pattern of the counter top. Unless there is a distinct contrast,
      he can't see it. Andrew doesn't drive because he can't see the
      street lights or car lights. Gaining employment is difficult
      because he cannot see most Point of Sale computer screens,
      resulting in low self-esteem. Enchroma glasses are an optical assistive device; they are
      not a cure for color blindness. Results vary depending on the type
      and extent of color vision deficiency per individual. The glasses
      are estimated to be effective for 4 out of 5 cases (80%) of
      red-green color vision deficiency. Andrew might never be able to drive but we believe that his
      employment opportunities will open up and his artistic world will
      expand, resulting in higher self-esteem and improvement in his
      quality of life. Since Andrew wears prescription lenses, we are
      asking for $400 to help pay for Enchroma Prescriptive Lenses
      through our local optometrist. Please help us give Andrew the gift of colour for his
      Birthday in January. Andrew has no vision coverage on his
      insurance, so we are doing this all out of pocket. Any amount
      helps, and if you cannot contribute financially, please share the
      campaign to spread the word. Thank you so much! Tamara (Mom) Check out these reactions",https://fundrazr.com/andrew_birthday
130,Help Dustin See Minnesota’s True Color!,U.S. Dollar,429,6,30%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/31Jbi9
380,Enchroma Glasses For Olivia,U.S. Dollar,375,5,101%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/e1JCe7
23102,Help Me Help My Little Brother Tom,U.S. Dollar,375,19,6%,"Friday the 18th January 2013, my sweet little brother Tom’s life changed forever, he was unexpectedly diagnosed with a brain tumour. Everything happened so quickly and on the 23rd January he survived a very dangerous and difficult brain surgery. Although the surgeons were able to successfully remove the tumour we still received devastating news, Tom has Glioblastoma Multiforme which is an aggressive stage 4 cancer. Over the next 9 months Tom will undergo many rounds of both radio and chemotherapy, he has delayed commencing his dream course for a year in film and television so he can concentrate on getting well and kicking this horrible cancers butt. Tom’s attitude is amazing he has remained positive and even while waiting for brain surgery was considering getting into pastoral care once well to help others when they receive similar news. Oh and did I mention Tom is 19? There is also a chance that he may be selected to undergo an advanced clinical trial overseas with the hope of healing him completely this would be a miracle. Those touched by cancer know it doesn’t just take an emotional and physical toll but also a financial toll, his medical bills over the coming months are going to be extensive. My amazing friends and I have decided to rally together and raise as much as we can to help Tom and my dear parents. Tom is one of the kindest, gentlest souls in the world and would do anything for anyone, this is a chance for anyone who wants to help Tom or is just touched by this incredible story of how fast life can change by opening your hearts and generosity. We are planning a huge night of food and entertainment to raise funds for this incredible young man and need any help we can get. We would love any donations either financially or by donating goods or services for us to raffle or auction on the night. Please get in contact with us if you can help or know someone who can over the coming weeks. Watch this page as we will start to provide information on his fundraising evening. The support we have all received as a family has been phenomenal, please continue to hold dear Tom in your hearts. With love and thanks, Sarah Brewer (Proudest big sister ever)",https://fundrazr.com/9Qfu7
355,Help Justin see for the first time with Enchroma!,Canadian Dollar,425,6,84%,"Why Fund Justin's Enchroma Glasses? Over 300 million people worldwide are affected by red-green colour
    blindness, and a poor boy named Justin is one of them. Enchroma has
    created glasses which enhance colour vision so that individuals may
    see real, uncompromised colour for the first time! Like you and me, Justin wants the good things in life - health,
    love and freedom. But unlike you and me, there is something holding
    him back from his full potential - colour blindness. Justin is a healthy, competitive guy who loves to win. But due to
    extenuating circumstances, he takes the L a lot . At our
    volleyball season opener, he asked me at least five times,
    ""Which line is out?"" After about the third time, I began
    to shout, ""the green one!"" The issue was with the
    designers, who decided to paint lines on the gym floor overlapping
    in every direction, and with Justin, who could see nothing but
    differing shades of dull, similar-looking colours. Our team chose to
    blame the loss on the problem of Justin not being able to see the
    boundaries, definitely not because of his lack of skill. Justin also suffers in matters of love because of his difficulty
    with choosing a matching outfit, which may deter potential mates
    from approaching. The poor guy always needs help when shopping, and
    often asks the non-colour blind population for an opinion on his
    outfit before he goes out into public. Finally, Justin cannot reach the full potential of his freedom
    without possessing the ability to get around. Although driving does
    not always pose an issue, Justin sometimes has difficulty with
    traffic lights. He once said, ""All I know is that if the bottom
    circle is lit up, you stop. If it's the top circle, you go.""
    The real problem occurs when he visits a new place where they think
    it's a good idea to have horizontal traffic lights. As you can see, there are many obstacles for Justin to overcome,
    but it is my hope that Enchroma glasses will start him down the
    right track to achieving his goals! Please support Justin in his
    journey of becoming a man and help him see the real world for the
    first time! Anything helps, even a like or share! Below you will see some first time experiences with Enchroma:",https://fundrazr.com/b1IHv4
260,Help Brooks See Color!,U.S. Dollar,429,6,61%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/81H6T9
230,Help Thom see how bad his colour choices are,Australian Dollar,349,12,66%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/01JPQ9
350,Help Tom Weber get Enchroma glasses,U.S. Dollar,349,9,100%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/e1JSW9
1170,Please help Robert pay for his life-saving surgery,U.S. Dollar,15000,6,8%,"My name is Holly and I am doing this fundraiser for Robert's medical
  expenses. He has been one of the Three JellyBeans since 1971; we lost
  Bret Short, our other jellybean in October 2016. Robert has a long and difficult medical history, starting with
  his near-fatal wreck (as a passenger when an on-coming car nailed him
  and his friend) when we were in high-school. It was a long road back
  but he made it. He has the most giving heart of anyone I know, and truly would
  fit the cliche of giving someone the literal shirt off of his back. He
  is a very talented contractor/handyman and has worked for himself for
  many, many years. Like a lot of others these days, he has no health insurance. Robert had been having pains in his legs for a very long time
  that were mostly relieved by rest (rest being a thing Robert rarely
  gave himself). Fortunately, his neighbor flies for LifeFlight and
  recognized the pain, now unrelieved by rest, the ghost-white shade of
  his right leg and its icy coldness as being a serious problem and took
  him to the ER on Sunday (Jan. 7th). He has had many expensive
  diagnostic tests and imaging studies to isolate the problem and
  develop the treatment plan. The fantastic news is the heart cath showed only minor issues
  that can be treated with a statin. The dreadful news is his right
  iliac artery is 100% blocked and the left is 97%. The endarterectomy
  and possible stenting should be straightforward but for the fact that
  access is problematic due to the extreme amount of scar tissue from
  his long-ago car accident. As of this writing, he is on Day 4 of
  hospitalization and is in pre-op awaiting the surgery. With the
  blockage he has, not having the surgery would result in gangrene and
  ultimate loss of his limbs. Not acceptable!! The recovery, if all goes as planned, shouldn't be much worse
  than those having a femoral-access heart cath. A day of
  flat-on-the-back, then gradual resumption of the activities of daily living. Robert has a sister, who has a family with its own health issues
  and she herself has recently suffered a stroke. She is a retired
  schoolteacher and even the family resources are limited. I am helping Robert to navigate the options with the hospital's
  social worker and financial assistance departments, and to negotiate
  downward the final medical bills. Nonethless, they will be many and
  massive. The last thing Robert needs is stress about how he will pay
  for this. Being self-employed, no work means no pay. Having a highly
  physical job, light duty restrictions for a while greatly impacts his
  ability to earn a living. What he does have is a vast support group of friends, many for
  forty years or more. And while we all have our own financial issues,
  the power of crowdsourcing means even small amounts from friends,
  extended friends, and perhaps some compassionate and generous
  strangers will help him to meet his medical bills, and make sure the
  lights stay on. I will make sure food stays in his fridge, that he has
  the transportation to medical appointments he needs, and have offered
  him my guest room and ""nursing skills"" as he recovers. I ask you all to contribute however you can -- nothing is too
  small an amount. I of course obtained Robert's permission to raise
  these funds, and he agreed (although he's not a fan of the limelight,
  much less of sharing his needs: he has volunteered for years with the
  Red Cross, going in when families are burned out of their homes to
  provide lodging, food, and clothing, and he is far more comfortable
  being the helper, not the person in need). If you don't know Robert but you know me, please consider giving
  anyway. Since losing my beloved husband to metastatic colon cancer the
  week before Thanksgiving, I have been heartbroken and lost and in
  search of a purpose. THIS is now my purpose so any support you can
  give is as meaningful to me as it is to Robert. Sincere and heartfelt thanks in advance from me and from Robert,
  for reading to the end, and for giving whatever you can. N.B.: While not required by this site, Robert and I both feel a
  moral obligation to report how any funds raised are spent. We will not
  identify, for example, a specific doctor by name; however, we would
  share that ""$xxx was paid to the vascular surgeon at Piedmont
  Hospital for the surgery,"" or ""$xxx to the hospital for room
  and related charges,"" or ""$xx to the pharmacy for his
  medications."" There's just so much fraud and scammy stuff in the
  world, we hope this provides confidence to the donors. [I will provide an update after the surgery and as he
  progresses. This could be a very long road.]",https://fundrazr.com/61Jmqc
190,Help me see colors again,U.S. Dollar,700,4,27%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/71JMaf
165,Volunteer in need of glasses!,U.S. Dollar,450,9,37%,"Hello! My name is Daniel, and I have a
      fellow self employed, volunteer firefighter that is in need of
      some Enchroma glasses. He was unable to join the air force as a
      young adult because of his colorblindness. I would absolutely love
      to buy him a pair myself, but with a new baby here and being a
      full time student, I am just not able to pull it off. Would you be
      willing to help? I will be videoing his response to the glasses,
      so that you all will be able to enjoy with me! Thank you in advance!! Sincerely, Daniel WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/e1IJza
429,Help Gary to see the beauty of the world,U.S. Dollar,429,12,100%,"After sharing a video of a man who received Enchroma glasses for his
  birthday, and saw colors for the first time in his life, a friend I've
  known for quite some time shared in a comment that he wishes he had
  these glasses because he suffers from color blindness himself and how
  he had to give up art as a child for this reason.  I never new this
  about him.  Another friend of mine saw his comment and suggest to me
  the idea of raising money to purchase him a pair. Gary is a great guy, a career Marine.  He loves the outdoors, and I
  was thinking how much beauty he must be missing not seeing everything
  in accurate color. I would so love to surprise him with a pair of these glasses so he
  can see what we take for granted. Any help in making this happen would be greatly appreciated. Thank you - Angela",https://fundrazr.com/d1IbUb
395,Help me get Enchroma glasses,U.S. Dollar,429,8,92%,"WHAT IS ENCHROMA? Over 300 million people worldwide are affected by red-green color
  vision deficiency, also called color blindness. Enchroma has created
  glasses which enhance color vision without the compromise of color
  accuracy. Enchroma glasses are an optical assistive device; they are not
      a cure for color blindness. Results vary depending on the type and
      extent of color vision deficiency per individual. The glasses are
      estimated to be effective for 4 out of 5 cases (80%) of red-green
      color vision deficiency – prospective users are encouraged to take
      our online color vision test to assess the likelihood of efficacy. Enchroma does not
      endorse use of the glasses to pass occupational screening tests
      such as the Ishihara test. For more information please read the FAQs , learn about the Enchroma technology and story , or contact customer support . Check out these reactions",https://fundrazr.com/a1Jbq4
